Bewertung_ID,Klinik_ID,Name_Klinik,Bewertung_Datum,Sternebewertung,Textuelle_Bewertung,Likes
156,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Ich wurde aufgrund eines persönlichen Notfalls und auf eigenen Wunsch in das Klinikum Schaumburg gefahren. Bei der Ankunft (es standen ca 5 RTW‘s an der ZNA) wurde ich direkt in Empfang genommen und in ein Behandlungszimmer gefahren. Eine Krankenschwester der ZNA begann direkt mit den Vorbereitungen zur weiteren Behandlung meiner Person. Aufgrund des Ereignisses und meiner Aussagen wurde ich sehr zeitnah durch einen Arzt der Urologie untersucht. Im Anschluss durch den Diensthabenden Oberarzt der ZNA sowie einem Arzt der Kardiologe untersucht und weiter behandelt. Nach der Auswertung der Untersuchung und einem persönlichen Gespräch mit dem OA der ZNA, wurde ich stationär aufgenommen. Durch den internen Patiententransportdienst, wurde ich freundlich, mit Vorsicht und Ruhe auf die Station O32 gebracht! Nach Übergabe der Untersuchungsakte, wurde ich durch eine Stationsschwester (sie begrüßte mich und stellte sich mit ihrem Vornamen vor) in Empfang genommen und direkt auf ein Patientenzimmer geführt. Noch während des einräumen meines Spindes erschien der diensthabende Arzt der Kardiologie und besprach mit mir die weiteren Untersuchungsschritte.
Am Folgetag wurden die ersten Untersuchungen durchgeführt sowie ein Gerät für ein 48-Stunden EKG angelegt! Leider sind die ein oder anderen Abteilungen an Wochenenden nicht besetzt und somit konnte erst am Montag das EKG ausgewertet werden. Bei der Visite wurde mir mitgeteilt das noch weitere Untersuchungen durchgeführt werden (Doppleruntersuchung, Röntgen des Herzens und der Lunge sowie ein CT mit Kontrastmittel).
Am Abend kam der diensthabende Kardiologe und eröffnete mir die Ergebnisse. Aufgrund der positiven Ergebnisse konnte ich noch am selben Abend das Klinikum verlassen.
Aufgrund der persönlichen Erfahrung kann ich hier für meine Behandlungsdauer 5 Sterne vergeben.

Da ich nur in einem Teil des Klinikums behandelt wurde, ist mir ein Gesamturteil nicht möglich.
Mein Dank geht an das, zu diesem Zeitpunkt diensthabende Team der ZNA, den Ärzten (Urologie, Radiologie, Kardiologie) und den Pflegerinnen und dem Pfleger sowie den BFJ‘lerinnen der Station O32!

Weitere Rezessionen:

-PARKGEBÜHREN: erste Stunde kostenlos, jede weitere angefangene halbe Stunde 0,50€, Tagesticket 8,00€, für stationäre Patienten gibt es ein Drei-Tagesticket und wenn der Aufenthalt länger dauert wird keine weitere Zuzahlung erhoben, ebenso wenn eine Untersuchung länger dauert kann die behandelnde Station das Parkticket „abstempeln“ und man muss sich an der Information melden! Womöglich wird die Parkgebühr reduziert.

-KEIN Geldautomat, KEIN Geldwechsler

-MOBILES INTERNET: schlechter, teilweise kein D2-Empfang, mittelmäßiger Empfang beim E-Netz, besserer Empfang beim D1-Netz

- ZIMMER: max 2 Betten, Fernseher an der Wand ohne Gebühr, Telefon kann gegen eine Pfandgebühr ausgeliehen werden

-VERPFLEGUNG: aufgrund einer Speisekarte kann man für die nächsten 3 Tage sein Früh-, Mittag- und Abendessen „bestellen“
Für ein Krankenhausessen sehr gut, jedoch der Transport ist negativ zu sehen da das Essen täglich 3x aus dem Hauptklinikum in Frankfurt kommt.

-CAFETERIA: Außen- und Innenbereichen, Preise für Mitarbeiter und Besucher, kein separater Preis für Patienten, leckere und ausreichende Auswahl

Fazit: ich werde meinen Termin zur OP in der Urologie wahrnehmen. Weitere Beurteilung möglich😬",4
157,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,"Ich lag mehrere Wochen in diesem Krankenhaus. Mein Fazit, wer Vehlen überlebt, überlebt alles ... Daumen runter!",14
158,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,2,"Hier der Lebensgefährte!
Ich hab dort an gerufen wegen meiner Lebensgefährtin da sie schwanger ist und von jetzt auf gleich starkes Nasenbluten bekommen hat, von der Vermittlung wurde ich weiter geleitet und die nächste Dame hat mich ca 5-6 Minuten in der Musik schleife gelassen und danach wurde auf gelegt (Anruf beendet)
Unfassbar.",10
159,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 3 Jahren,1,"Das ist das schlimmste Krankenhaus in dem ich je war. Ich lag 2 Wochen in diesem Krankenhaus und in der ganzen Zeit hatte es niemand geschafft, meinen Koffer auszupacken. Das Telefon ist eine Katastrophe. Die Schwestern sind manchmal sehr unfreundlich. Ein zeites mal würde ich hier freiwillig nicht mehr hingehen.",13
160,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,"Furchtbar!
Jetzt mal abgesehen von unfreundlichen Krankenschwestern und Personal..
Nach einen operierten Sehnenriss sollte eine Schulterorthese (selbst beschaffen) angelegt werden. Diese wurde jedoch entwendet. Bei mehrfachen Nachfragen, wo nur Antworten wie 'Dazu können wir nichts' kamen, hat dies niemanden weiter interessiert und es wurde sich auch nicht darum gekümmert. Stattdessen wurde eine provisorisch-zusammengeflickte, gebrauchte Orthese angebracht und deren Funktionsweise nicht weiter erläutert.. Unvorstellbar. Am Tag der Abreise wurden die Entlassungspapiere  am Bett übergeben, mit einen 'eine angenehme Restwoche', jedoch hing man weiter an einer Schmerzkatheter und weiteren medizinischen Apparaturen, wo sich keiner verantwortlich fühlte, diese zu entfernen. Nach langen bitten und betteln fand sich eine Krankenschwester, welche bereit dazu war, einen Arzt zu suchen, der dies erledigte. Organisatorisch absolut miserabel.",11
161,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,1,"""Küche"" grauenhaft, ausgeprägte Links-Rechts-Schwäche",0
162,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 3 Jahren,5,"Jeder Krankenhaus  Betrieb fängt ein
mal an. Ich fand für den Anfang war es sehr gut. Aber einige Leute müssen immer meckern.",2
163,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 3 Jahren,5,"Sehr freundliches Personal und Hilfsbereit. Echt super gelungene Cafeteria. Zu wenig Parkmöglichkeiten. Auf jeden Fall hat der Bau einen super Nebeneffekt ,denn das Wasser der Aue  ist durch die Erweiterung des Bachbettes besser reguliert.",1
164,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 3 Jahren,1,"Katastrophe, 10 Stunden auf einer Pritsche zugebracht. Und an die Leine gelegt mit Sauerstoff.
Einlieferung Grund Akute ATEMNOT.
Keine Möglichkeit zur Toilette zu kommen
ohne Hilfe. Erst nach mehrmaligem Nachfragen . Wurde dann am anderen Tag nachhause geschickt . War eh kein Bett frei . Weiterbehandlung durch
HA . Das Personal tut mir echt Leid ,
aber mehr als Arbeiten für 3 ist halt nicht
möglich. Wenn’s zu umgehen ist werde ich es in Zukunft vermeiden dort hin zumessen. Auf eine Wiederholung bei meinem Krankheitsbild ist das für mich
keine Option.",11
165,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 3 Jahren,1,"Absolut schlechtes Krankenhaus, total imkompetentes Personal, sowohl Schwestern als auch Verwaltung, völlig unfreundlich und gestresste Mitarbeiter. Wurde als kassenpatient aufgenommen, trotz Arbeitsunfall der Fall der Berufsgenossenschaft ist, mir wurden jegliche Information meiner Operation verschwiegen, ich könne in den nächsten Tagen den Arzt ja mal fragen. Ich rate wirklich inständig jedem davon ab dieses völlig überforderte Krankenhaus aufzusuchen, wenn nicht absolut notwendig..!",20
166,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,"Schmutz, dreck überall. Parken ist das aller Letzte. Unfreundliches Personal. NICHT empfehlenswert.",7
167,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 7 Monaten,1,Empfang ist unfreundlich sondergleichen,0
168,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,5,"Kreißsaal absolut zu empfehlen!
Hebamme Sonja hat die Geburt super geleitet. Die Räume sind gut eingerichtet, und das Panorama vor den Fenstern lässt zwischendurch etwas entspannung zu.
Richtig viel Zeit fürs Bonding und einen schönen Start ins Leben ist hier tatsächlich selbstverständlich.
Für uns wurden alle Wünsche, die man als Familie haben kann sehr gut und gefühlvoll umgesetzt.
Achja. Nicht entscheidend, aber schön: die Parkplätze sind kostenlos.",0
169,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 3 Jahren,5,Ich war damals bei der Geburt meines Sohnes 2015 da und dort waren wirklich sehr nette Hebammen (bis auf eine). Die Zimmer waren sauber und die Schwestern zuverlässig. Letztens war ich wieder da (in der Notaufnahme) um eine Verletzung zu nähen auch da waren alle seh nett und Professionell.,0
170,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,"Von meinem Hausarzt in dieses Krankenhaus geschickt worden, Verdacht auf Lungenembolie . D-Dimer positiv, ekg auch . Dazu Atemnot und schmerzen . An der Rezeption überhaupt nicht ernst genommen und es hat 3 Stunden gedauert bis überhaupt was passiert ist . Danach nochmal Blut abgenommen und ekg gemacht worden . Nach 4 Stunden haben sie mich Nachhause geschickt . Mein Hausarzt hat am nächsten Tag den Arztbrief gelesen und war empört ,schickte mich sofort nach Lübbecke . Der Arzt in der Notfall Ambulanz, kann kaum deutsch und ist unfreundlich . Kann nichts gutes über dieses Krankenhaus sagen !!! Nie wieder",12
171,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 3 Jahren,5,"Sehr nettes Personal. Mein Freund hatte sich mit einer Flex in den Finger geschnitten. Es war sehr tief und blutete wie sau. Schwester kam sofort und hat uns tapfer gebracht. Er saß wenn überhaupt 10 Minuten und kam dann dran. Es wurde alles gemacht und er sagt das er super nett behandelt wurde.
Nach ca 1 1/2 Stunden konnte ich ihn wieder mit nach Hause nehmen.
TOP",6
172,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 3 Jahren,1,"Absolut schlechte Adresse. Bei einer blau und dick geschwollenen Hand, die nicht bewegt werden kann, wird jegliche Behandlung ohne vorherige Überweisung eines anderen Artzes verweigert.
Als ich mit der Orthopädie direkt telefoniert habe, wurde mir von der sehr unfreundlichen Dame gesagt, dass mir keiner sagen kann, ob ich behandelt werden würde, da der Unfall bereits vor 4 Tagen war und diese dann nicht mehr Ansprechpartner sind. Ich solle doch vorher zu einem anderen Ortopäden gehen.",11
173,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,2,"Man muss ganz ehrlich sagen eigentlich nur 1 Stern die alt eingessesenen Schwestern auf W22 sehr unfreundlich und ungeduldig auf Fragen wird aggressiv geantwortet. Klingeln die Patienten auf dem Zimmer wird von den Damen laut gesagt was hat der schon wieder da staunt man nicht schlecht als Besucher.
Die jüngeren Kolleginnen/Kollegen sind hingegen sehr aufmerksam und freundlich und geduldig die kann man ruhig mal was fragen.
Auch das diagnosen auf dem Flur besprochen wird zwischen den Ärzten das man es als Besucher mitbekommt finde ich mal absolut unter aller s.. Was hat das mit Datenschutz und Diskretion zu tun🤔.
Sorry das einzig gute an diesem KH ist das jüngere personal und der Arzt der meine Frau Operiert hat alles andere einfach eine Katastrophe.
Selbst wen man duschen möchte muss man sein eigenes Handtuch nehmen um den Boden zu trocknen da auf Station angeblich kein wischer vorhanden ist.",6
174,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,5,"Ich habe dieses Krankenhaus bewusst aufgesucht weil ich mich woanders enttäuscht aus der Notaufnahme entfernte . Ich kann hier einige Aussagen nicht so ganz verstehen  denn egal ob beim Empfang oder auch bei der Behandlung war das gesamte Personal incl. Putzfrau sehr nett und ich bin schon einer der mein Mund aufmacht wenn mir was nicht passt. Ich bin jemand der gerne mal kleinlich ist und zuviel fragen tut bevor mein Gegenüber Zuende gesprochen hat wenns mir gesundheitlich nicht gut geht. Man behandelte mich super und beantwortete mir alle Fragen und der Stationsarzt Herr Simon nahm sich extra etwas Zeit und ermahnte mich endringlich auf meine Gesundheit zu achten und auch mal auf Ärzte zu hören, dazu klärte er mich über eventuelle Folgeschäden usw auf, ich finde man sollte hier auch mal Arbeit hervorheben denn bei dem Stress wo immer im kh ist haben alle mehr als nur gut ihren Job gemacht. Einzig die Parkplatz Gebühr und das kein Ec Automat da ist nervt , aber für die Notaufnahme und drumherum volle Punkte .",4
175,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,5,"Bei meinem Schwiegervater wurde eine Gefässchirurgische Operation durchgeführt. Gelegen hat er auf der Neulologie .
Von Aufnahme, Prämedikation, Betreuung durch Schwestern und Ärzte, Operation über Verpflegung und Information war alles optimal.
Er kann das Krankenhaus weiterempfehlen.",3
176,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,1,"Nur ein Stern, weil man keine 0 Sterne vergeben kann!",5
177,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,"Anstatt die noch guten alten Krankenhäuser auf Stand zu bringen, wird lieber die ganze Kohle in diesem Scheißhaufen versenkt. Dann Ich fahr lieber ins Sana nach Hameln. :-(    Nachtrag: Schon WIEDER wurde ein Patient am FALSCHEN Bein operiert !!    Liebe Patienten: Bitte beschriftet doch Eure zu operierenden Körperteile VOR dem Eingriff !! :-(((",16
178,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,2,"Angekommen und am Empfang gefragt wie es weiter geht und wo man hin muss. Erst keine Antwort, dann auf Nachfrage eine derart unfreundliche Auskunft dass mir die Worte fehlten. 6- für diese Dame. Eine Katastrophe, kein Benehmen, Haare auf den Zähnen. Dann zur zentralen Notaufnahme, diese Damen waren sehr nett und zuvorkommend, allerdings kämpfen diese gegen ein Organisations-Chaos. Aber sie bleiben nett und bemühen sich. Der Arzt dann ahnungslos, konnte keine Erklärung für meine Schmerzen finden(nicht sein Fachbereich !!) Nachdem ich dann noch vergessen wurde, bin ich auf eigene Gefahr gegangen.
Fazit: Personal ist in Ordnung (mit Ausnahmen!!) Ansonsten noch sehr viel Chaos in Organisation und Handhabe. Ärzte, naja. Kann nicht pauschalisiert werden, es gibt sehr gute und sicher weniger gute.
PS. Die Erfahrung ist allerdings aus 2017. Jetzt erst gepostet, da wir jetzt dort  ein Deja-Vu hatten.",6
179,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,3,"Das Personal ist sehr bemüht und freundlich und hilfsbereit, aber organisatorisch ist noch einiges im Argen.",1
180,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,5,"Kann die negativen Bewertungen nicht verstehen, für mich persönlich ist es ein sehr kompetentes und äußerst nettes Personal.",0
181,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,"Mein Stiefvater 86 Jahre alt wurde mit starken  Schmerzen mit dem Krankenwagen um 21.00 eingeliefert. In der Nacht um 1.30 wurde er trotz seiner starken Schmerzen und Benommenheit mit dem Taxi nach Hause geschickt, ohne die Angehörigen zu informieren, ohne Geld ohne Schlüssel ohne Papiere. Was soll das????? Völlig inakzeptabel und verantwortungslos vom Klinikum.
Am nächsten Morgen wurde er wieder mit Krankenwagen ins Klinikum eingeliefert, er hatte einen Schlaganfall.",23
182,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,"Das Personal in der Notaufnahme ist mega UNFREUNDLICH und GENERVT.
Ich werde da nicht mehr hingehen. Das Personal kann froh sein,  das sie was tun haben. Bei den negativ Schlagzeilen und roten Zahlen.",12
183,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,"Selbst ein Stern ist zuviel.Brauchst als Patient selber Fremdsprachen Kenntnisse,wegen dem Personal.Völlig unterbesetzt und für die Region viel zu klein.Außen Hui und innen Pfui.Die Kantine ist ein Witz,und Automatenpreise lächerlich.",7
184,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,"Inkompetente Schwestern. Es wurde unterstellt, dass ich Schwachsinn erzähle. Nachdem im Blut hohe Entzündungswerte festgestellt wurden, sollte ich wieder gehen. Meinem Hausarzt habe ich die mitgegebenen Unterlagen am nächsten Tag vorgelegt. Er sagte, dass bei solch hohen Entzündungswerten sie mich nicht gehen lassen dürfen. Mittlerweile wurde Morbus Crohn diagnostiziert.",11
185,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 3 Jahren,5,"Bin grade mit Brustkrebs-OP hier. Und kann nur sagen das die ärztliche Versorgung sehr gut ist.
Die Schwestern sind alle! sehr nett und umsorgend.
Ok der Bau hat hier und da noch „Kinderkrankheiten“, aber man ist ja hier um gesund zu werden und nicht des Gebäudes wegen.
Ich kann dieses Haus wirklich weiter empfehlen.",0
186,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,"""Beste medizinisch und pflegerische Qualität – in einer Klinik mit Herz!""
Das sind drei Lügen in einem Satz.",15
187,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,3,Ärzte top - Schwestern usw. mit toller Betreuung - Sozialdienst Flop!,0
188,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 3 Jahren,1,"Katastrophale Zustände!!!!
Ich kam mit dem Notarzt in die Klinik wegen Akuter Luftnot,ich habe insgesamt 10 Stunden auf der Notaufnahme verbracht.Auf einer Behandlungsliege,keine Verpflegung,ich konnte nicht zur Toilette, auf wiederholtes Ansprechen der Krankenschwestern bekam ich endlich einen Toiletten Stuhl , mit der Androhung das sie es sonst auf wischen können !Absolut überfordert, unterbesetzt..dadurch total gestresste Mitarbeiter.Das Personal tut mir wirklich leid weil die Organisation absolut fehlt.Ärztliche Behandlung war in Ordnung.",8
189,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,Geburtenstation total : Überfordert . Entgegnen Patienten nicht mit genügend Respekt. Oberärzte sind total durcheinander. Praktikantin sollte Patientin ablenken bei der Geburt wie auch körper Kontakt suchen (Bauch Region fühlen) trotz Verneinung der Patientin . Über Kolleginnen wird sich bei denn Patientinnen ausgelässter . Forzeitige Entlassungen werden unnötig rausgezögert . Entwort : Hier wird auf die Unwissenheit der Patienten gehofft und unnötiger Druck ausgeübt.,7
190,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 3 Jahren,5,"Mein Opa ist 105 Jahre alt und ist heute ins klinikum gekommen, alle sind super nett, ich konnte nicht schlafen und habe um 1.00 Uhr nachts einfach mal angerufen, sie haben mich gleich mit der nachtschwester verbunden, und ich habe gleich eine nette Auskunft bekommen wie es meinem Opa geht super",0
191,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 3 Jahren,1,Eine Katastrophe. Unorganisierter habe ich es nie erlebt. Unmöglich!!! Nicht mal der Notknopf ging. Nie wieder Obernkirchen!!,14
192,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,2,"Ich wurde an der Hand operiert, hatte starke Schmerzen, nach einer Stunde kam dann endlich das schmerzmittel, leider nur paracetamol, mehr hat man nich bekommen

Dann musste die Drainage gewechselt werden, dafür hatte man kein Ersatz, so wurde sie einfach gezogen.. in der Visite kam raus das man sie noch nich ziehen durfte und ich jetzt im knochen einen Bluterguss hab -.-

Ich habe noch nicht eine Schwester gesehen, die sich die Hände desinfiziert, geschweige denn mal handschuhe anzieht

Schwestern sind nur genervt und verweisen nur auf den arzt

das Krankenhaus ist nicht!! zu empfehlen",10
